MEGA_NM,MEGA_CD,CTY_NM,CTY_CD,TOTAL,X_AXIS,Y_AXIS,배포처
경기도,41,군포시,41410,1,306750,530750,biz-gis.com
인천광역시,28,남동구,28200,1,286050,533250,biz-gis.com
전라남도,46,목포시,46110,1,252350,244850,biz-gis.com
서울특별시,11,동작구,11590,1,304850,544750,biz-gis.com
충청남도,44,아산시,44200,1,316350,474650,biz-gis.com
서울특별시,11,영등포구,11560,1,303050,543250,biz-gis.com
서울특별시,11,중구,11140,1,310050,552150,biz-gis.com
경기도,41,남양주시,41360,1,325150,557350,biz-gis.com
경기도,41,화성시,41590,1,302650,498550,biz-gis.com
경상남도,48,고성군,48820,1,443850,272750,biz-gis.com
경기도,41,부천시 오정구,41199,1,291750,547450,biz-gis.com
경상남도,48,창원시 성산구,48123,1,460850,291150,biz-gis.com
경기도,41,수원시 영통구,41117,1,316350,518250,biz-gis.com
경기도,41,안양시 만안구,41171,1,303150,534050,biz-gis.com
대구광역시,27,달서구,27290,1,446750,359650,biz-gis.com
경상북도,47,포항시 남구,47111,1,524250,378450,biz-gis.com
서울특별시,11,마포구,11440,1,305350,550650,biz-gis.com
경기도,41,안산시 단원구,41273,1,290650,524450,biz-gis.com
경기도,41,수원시 영통구,41117,1,316150,516450,biz-gis.com
충청남도,44,천안시 동남구,44131,1,335850,463050,biz-gis.com
충청북도,43,충주시,43130,1,393050,489050,biz-gis.com
대구광역시,27,수성구,27260,1,455950,362350,biz-gis.com
경기도,41,부천시 소사구,41197,1,290050,543250,biz-gis.com
경기도,41,성남시 분당구,41135,1,322050,531350,biz-gis.com
경상남도,48,양산시,48330,1,504850,308250,biz-gis.com
대구광역시,27,달서구,27290,1,444750,361150,biz-gis.com
경기도,41,동두천시,41250,1,317550,593650,biz-gis.com
대구광역시,27,달성군,27710,1,441250,343150,biz-gis.com
충청북도,43,음성군,43770,1,357750,484050,biz-gis.com
경기도,41,파주시,41480,1,286350,575850,biz-gis.com
경기도,41,안산시 단원구,41273,1,291250,522950,biz-gis.com
서울특별시,11,성동구,11200,1,317050,549650,biz-gis.com
서울특별시,11,중구,11140,1,310050,551350,biz-gis.com
서울특별시,11,금천구,11545,1,301550,542050,biz-gis.com
경기도,41,안산시 단원구,41273,1,291150,522850,biz-gis.com
경기도,41,성남시 분당구,41135,1,322550,531850,biz-gis.com
인천광역시,28,부평구,28237,1,286050,547550,biz-gis.com
경기도,41,평택시,41220,1,319550,492150,biz-gis.com
경기도,41,성남시 분당구,41135,1,321450,533550,biz-gis.com
서울특별시,11,강동구,11740,1,324250,548950,biz-gis.com
충청북도,43,진천군,43750,1,351350,475050,biz-gis.com
경기도,41,수원시 영통구,41117,1,316750,516950,biz-gis.com
경기도,41,안산시 단원구,41273,1,290350,525450,biz-gis.com
서울특별시,11,용산구,11170,3,309050,547950,biz-gis.com
서울특별시,11,강남구,11680,2,315150,544550,biz-gis.com
서울특별시,11,서초구,11650,1,311350,543050,biz-gis.com
경기도,41,부천시 원미구,41195,1,289250,546050,biz-gis.com
대전광역시,30,대덕구,30230,1,347450,419050,biz-gis.com
서울특별시,11,영등포구,11560,1,303350,543350,biz-gis.com
서울특별시,11,금천구,11545,1,301250,542750,biz-gis.com
전라북도,45,군산시,45130,1,276150,375050,biz-gis.com
서울특별시,11,관악구,11620,1,308350,542150,biz-gis.com
경기도,41,안산시 단원구,41273,1,287950,524350,biz-gis.com
경상남도,48,창원시 진해구,48129,1,465350,279050,biz-gis.com
인천광역시,28,남동구,28200,1,284550,534450,biz-gis.com
서울특별시,11,마포구,11440,2,308450,550250,biz-gis.com
인천광역시,28,남동구,28200,1,284550,535050,biz-gis.com
경기도,41,광주시,41610,1,339650,529650,biz-gis.com
경기도,41,광주시,41610,1,340950,525950,biz-gis.com
서울특별시,11,강남구,11680,1,314850,547750,biz-gis.com
대구광역시,27,달성군,27710,1,442650,348050,biz-gis.com
경상남도,48,창원시 마산회원구,48127,1,446850,294450,biz-gis.com
충청북도,43,청원군,43710,1,341650,442450,biz-gis.com
경기도,41,평택시,41220,1,298050,486050,biz-gis.com
인천광역시,28,남동구,28200,1,285350,535450,biz-gis.com
전라북도,45,완주군,45710,1,321450,371950,biz-gis.com
경기도,41,안산시 단원구,41273,1,290650,524150,biz-gis.com
경상남도,48,창원시 의창구,48121,1,456250,294150,biz-gis.com
서울특별시,11,중구,11140,1,309550,551650,biz-gis.com
서울특별시,11,서초구,11650,1,311950,544850,biz-gis.com
경기도,41,안양시 동안구,41173,1,307050,530350,biz-gis.com
충청북도,43,증평군,43785,1,366350,463650,biz-gis.com
서울특별시,11,강남구,11680,1,316450,543450,biz-gis.com
충청남도,44,아산시,44200,1,316950,481950,biz-gis.com
서울특별시,11,강남구,11680,1,317350,544550,biz-gis.com
경기도,41,부천시 오정구,41199,1,291450,547950,biz-gis.com
서울특별시,11,동작구,11590,1,305850,546150,biz-gis.com
서울특별시,11,강남구,11680,1,316050,541850,biz-gis.com
경상남도,48,함안군,48730,1,431950,300450,biz-gis.com
충청남도,44,논산시,44230,1,323250,391850,biz-gis.com
서울특별시,11,강남구,11680,2,314550,543650,biz-gis.com
서울특별시,11,중구,11140,1,310350,551950,biz-gis.com
대전광역시,30,유성구,30200,1,347550,424350,biz-gis.com
서울특별시,11,마포구,11440,1,307750,549950,biz-gis.com
서울특별시,11,서초구,11650,1,312650,544750,biz-gis.com
경기도,41,동두천시,41250,1,313350,589850,biz-gis.com
경기도,41,안산시 단원구,41273,1,293850,522950,biz-gis.com
충청남도,44,공주시,44150,1,314650,427750,biz-gis.com
충청북도,43,청원군,43710,1,359850,461150,biz-gis.com
서울특별시,11,서대문구,11410,1,308650,551350,biz-gis.com
서울특별시,11,서초구,11650,1,315050,542350,biz-gis.com
충청남도,44,천안시 동남구,44131,1,320950,458950,biz-gis.com
경기도,41,안산시 단원구,41273,1,288850,525550,biz-gis.com
서울특별시,11,중구,11140,1,310650,552050,biz-gis.com
전라북도,45,전주시 덕진구,45113,1,322450,360050,biz-gis.com
서울특별시,11,서초구,11650,3,313550,546150,biz-gis.com
서울특별시,11,중구,11140,1,309550,550950,biz-gis.com
경기도,41,평택시,41220,1,318250,490050,biz-gis.com
서울특별시,11,종로구,11110,1,310550,552750,biz-gis.com
서울특별시,11,영등포구,11560,1,304650,547850,biz-gis.com
대구광역시,27,달서구,27290,1,445450,360650,biz-gis.com
충청남도,44,서산시,44210,1,258850,490650,biz-gis.com
경기도,41,안성시,41550,1,334150,486850,biz-gis.com
서울특별시,11,강남구,11680,1,314950,544050,biz-gis.com
경기도,41,평택시,41220,1,316650,500550,biz-gis.com
경기도,41,안산시 단원구,41273,1,292750,524850,biz-gis.com
충청남도,44,아산시,44200,1,317450,459750,biz-gis.com
충청남도,44,아산시,44200,1,315650,474650,biz-gis.com
경기도,41,화성시,41590,1,320450,506850,biz-gis.com
부산광역시,26,중구,26110,1,494850,279450,biz-gis.com
충청남도,44,천안시 서북구,44133,1,325150,478150,biz-gis.com
대구광역시,27,달서구,27290,1,445550,361050,biz-gis.com
전라남도,46,순천시,46150,1,355050,264950,biz-gis.com
충청남도,44,아산시,44200,1,314950,473150,biz-gis.com
충청북도,43,청원군,43710,1,347350,456050,biz-gis.com
경기도,41,안산시 단원구,41273,1,291650,523750,biz-gis.com
충청북도,43,청원군,43710,1,358150,460150,biz-gis.com
인천광역시,28,계양구,28245,1,286050,547750,biz-gis.com
경기도,41,양주시,41630,1,309350,581950,biz-gis.com
충청남도,44,당진군,44830,1,291750,483750,biz-gis.com
서울특별시,11,강서구,11500,1,294650,552950,biz-gis.com
부산광역시,26,사하구,26380,1,487950,276950,biz-gis.com
서울특별시,11,영등포구,11560,1,304950,547250,biz-gis.com
울산광역시,31,동구,31170,1,529750,327650,biz-gis.com
경상남도,48,사천시,48240,1,406050,275350,biz-gis.com
대전광역시,30,대덕구,30230,1,348450,424750,biz-gis.com
경기도,41,용인시 기흥구,41463,1,320250,517850,biz-gis.com
서울특별시,11,구로구,11530,1,299450,545450,biz-gis.com
서울특별시,11,영등포구,11560,1,305250,547350,biz-gis.com
서울특별시,11,종로구,11110,2,310750,553350,biz-gis.com
대구광역시,27,북구,27230,1,452150,366550,biz-gis.com
경상북도,47,구미시,47190,1,435050,391350,biz-gis.com
서울특별시,11,서초구,11650,1,312350,542250,biz-gis.com
경기도,41,부천시 오정구,41199,1,290950,547050,biz-gis.com
경기도,41,성남시 분당구,41135,1,320550,533850,biz-gis.com
